Isim,Soyisim,Yetenekler,Egitim,Deneyim,Email,Telefon,LinkedIn,Github,DogumTarihi,Adres
Haliye,Yılmaz,"ASP.NET, Flask, Git, Flutter",Roketsan Üniversitesi - Enstrüman imalatçısı (2016-2025),Arçelik - Tatlıcı (2021-2023),alize12@duran.net,0869-737 9951,https://linkedin.com/in/haliyeyılmaz,https://github.com/haliyeyılmaz,1997-09-06,"USS Öcalan, FPO AA 87367"
İlim,Mansız,"Azure, Flutter, Azure, Next.js",Aselsan Üniversitesi - Levazımcı (2016-2025),Mansız Hançer Ltd. - Tuğgeneral (2020-2024),durmussefi@gmail.com,+90(960)512-2663x186,https://linkedin.com/in/i̇limmansız,https://github.com/i̇limmansız,1997-12-09,"7834 Seven Lake Suite 926, Sadetiburgh, MN 73287"
Cannur,Akçay,"Next.js, CSS, ASP.NET, HTML, SQL",Arsoy Bilgin A.Ş. Üniversitesi - Perukçu (2015-2024),Demir Aslan A.Ş. - Denetleyici (2023-2023),satrettin26@ocalan.com,0536-980 7116,https://linkedin.com/in/cannurakçay,https://github.com/cannurakçay,1992-12-02,"Unit 1241 Box 1601, DPO AA 19307"
Yalın,Alemdar,"ASP.NET, Linux, Azure",Mansız Karadeniz Şti. Üniversitesi - Turizmci (2019-2023),Şener Sakarya Ltd. - Astronom (2023-2025),kosukhankaradeniz@gmail.com,+90 (394) 9250600,https://linkedin.com/in/yalınalemdar,https://github.com/yalınalemdar,1996-09-17,"510 Bilgin Vista Suite 830, Berkalfurt, WV 93142"
Uçbeyi,Demirel,"Java, C#, CSS",Durdu Şti. Üniversitesi - Baharatçı (2018-2025),Durdu Ltd. - Çorapçı (2018-2023),serda90@yahoo.com,+90(415)524-4124x877,https://linkedin.com/in/uçbeyidemirel,https://github.com/uçbeyidemirel,1992-11-25,"06741 Korutürk Radial, New Oymakview, IA 21648"
Nüdret,Mansız,"ASP.NET, Django, React, C#",Ford Otosan Üniversitesi - Kaynakçı (2018-2025),Peak Games - Kitapçı (2018-2024),tekiner10@gmail.com,+90(279)214-9688x813,https://linkedin.com/in/nüdretmansız,https://github.com/nüdretmansız,1998-05-27,"3640 Akça Shores Apt. 150, Resulcanbury, MO 60053"
Arısoy,Kısakürek,"Java, Node.js, CSS, Docker",Sakarya Arsoy Şti. Üniversitesi - Matador (2015-2023),Akçay Ltd. - Ayakkabı tamircisi (2019-2023),pertas@ihsanoglu.com,+90(370)725-4571x912,https://linkedin.com/in/arısoykısakürek,https://github.com/arısoykısakürek,1997-03-06,"637 Kezban View, Öcalanview, OK 68006"
Köktaş,Yorulmaz,"React, ASP.NET, C#, Django, Kubernetes",Bilge Ertaş Şti. Üniversitesi - İşaretçi (2016-2025),Limak İnşaat - Saatçi (2020-2025),akcaymucahit@opet.com,+90(993)8004808,https://linkedin.com/in/köktaşyorulmaz,https://github.com/köktaşyorulmaz,1998-04-03,"29826 Şenkal Underpass Apt. 574, Ertaşburgh, MT 05790"
Milay,Şensoy,"Docker, Azure, Docker, Flask, Git, Django",Çamurcuoğlu Şti. Üniversitesi - Fıçıcı (2020-2024),Dumanlı A.Ş. - Vergi denetmeni (2022-2024),kamarsener@yilmaz.biz,0616-104 7612,https://linkedin.com/in/milayşensoy,https://github.com/milayşensoy,1986-01-24,"USCGC Şener, FPO AE 94430"
Telim,Mansız,"Kubernetes, Git, HTML, Kubernetes",Eraslan Akdeniz A.Ş. Üniversitesi - Ayı oynatıcısı (2015-2024),Türk Hava Yolları - Sicil memuru (2019-2024),bilgetuyug@hotmail.com,172 1 980,https://linkedin.com/in/telimmansız,https://github.com/telimmansız,2001-01-19,"83995 İnönü Divide, Tevetoğluside, VA 33998"
İlkbahar,Zorlu,"C#, Git, Node.js",Erdoğan Alemdar Şti. Üniversitesi - Gazete satıcısı (2019-2025),Kısakürek Türk A.Ş. - Milletvekili (2018-2023),bulunc93@hotmail.com,200 7 252,https://linkedin.com/in/i̇lkbaharzorlu,https://github.com/i̇lkbaharzorlu,2001-10-22,"8376 Durmuş Path, South Saygınbury, WI 75556"
Sabih,Çetin,"Node.js, Azure, MongoDB, JavaScript",EnerjiSA Üniversitesi - Dublajcı (2021-2023),Sezer Bilge Ltd. - Sanat yönetmeni (2023-2024),caglar56@selcuk.com,0304-719 4323,https://linkedin.com/in/sabihçetin,https://github.com/sabihçetin,2004-01-09,"2784 Fırat Manors, North Maksüde, GA 30519"
Alcan,Bilge,"Azure, C#, Kubernetes, CSS, React",Peak Games Üniversitesi - Esnaf (2016-2024),Akdeniz Ltd. - Koreograf (2022-2024),larsoy@hotmail.com,993 3 274,https://linkedin.com/in/alcanbilge,https://github.com/alcanbilge,1996-02-26,"726 Nazlim Crescent, New Törelland, ID 46915"
Samurtay,Hançer,"Next.js, Flask, Kubernetes, Python, Flask, ASP.NET",Akar A.Ş. Üniversitesi - Etolojist (2021-2023),Sakarya Arslan A.Ş. - Etimolog (2022-2024),serdogan@zengin.com,0139-032 0948,https://linkedin.com/in/samurtayhançer,https://github.com/samurtayhançer,1999-08-31,"PSC 6048, Box 5365, APO AA 69689"
Aykut,Gülen,"Flutter, Azure, Docker, Azure",Durmuş A.Ş. Üniversitesi - Hakem (2015-2023),Gül Hayrioğlu Şti. - Ağ yöneticisi (2019-2023),bashan25@yahoo.com,+90(264)667-9308x9734,https://linkedin.com/in/aykutgülen,https://github.com/aykutgülen,1998-04-10,"70529 Soylu Ports, Şenerland, ND 51119"
Abdulkadir,Zengin,"C#, Next.js, Flutter, Git, C#, Flask",Masomo Üniversitesi - Çocuk doktoru (2019-2023),Bilge Ltd. - Çatıcı (2020-2023),valemdar@hotmail.com,01371231024,https://linkedin.com/in/abdulkadirzengin,https://github.com/abdulkadirzengin,1995-03-07,"034 Fitnat Flats, Erensoyshire, DE 00769"
Yalın,Dumanlı,"React, Azure, JavaScript",Akça A.Ş. Üniversitesi - Üretici (2022-2025),Peak Games - Greyder operatörü (2020-2025),xturk@hotmail.com,+90(046)2831400,https://linkedin.com/in/yalındumanlı,https://github.com/yalındumanlı,1994-11-07,"7034 Savni Points, New Dilsitan, VA 70643"
Baytal,Sakarya,"JavaScript, Python, C#, Java, HTML",Durdu Manço Şti. Üniversitesi - Kardinal (2019-2024),Güçlü Şti. - Kapı satıcısı (2023-2023),dogannurhayrioglu@hotmail.com,+90(585)905-9274x6692,https://linkedin.com/in/baytalsakarya,https://github.com/baytalsakarya,1984-05-27,"197 İmam Gardens, South Tartışmouth, HI 47602"
Satıa,Öcalan,"Django, Docker, Node.js, C#",Zorlu A.Ş. Üniversitesi - Enstrüman imalatçısı (2017-2024),Zorlu Ltd. - Balıkçı (2021-2025),hanedanergul@gmail.com,(925)871 5819,https://linkedin.com/in/satıaöcalan,https://github.com/satıaöcalan,1994-11-07,"8049 Melaha Glen Suite 277, East Atiyyetown, IL 77452"
Naide,Soylu,"ASP.NET, Node.js, Next.js, Django",EnerjiSA Üniversitesi - Uydu antenci (2021-2023),BİM - Terzi (2021-2023),gulsevilgul@zorlu.com,+90(147)737-1284x876,https://linkedin.com/in/naidesoylu,https://github.com/naidesoylu,1991-02-11,"0619 Tevetoğlu Island, Özdalbury, IN 31808"
Duruk,Hayrioğlu,"MongoDB, JavaScript, HTML, Kubernetes",Aslan Arslan A.Ş. Üniversitesi - Manav (2020-2023),Opet - Gazete satıcısı (2018-2023),bmanco@hotmail.com,+90(430)010-3749x4442,https://linkedin.com/in/durukhayrioğlu,https://github.com/durukhayrioğlu,1989-10-18,"169 Sümeyye Walk Apt. 970, İnönüburgh, ND 86680"
Çilga,Tevetoğlu,"React, C#, CSS, Linux, SQL",Şensoy Bilge Ltd. Üniversitesi - Kaplamacı (2018-2024),Seven Türk Ltd. - Asker (2020-2024),elhan04@havelsan.com,0256 589 93 62,https://linkedin.com/in/çilgatevetoğlu,https://github.com/çilgatevetoğlu,1993-03-08,"951 Rıfkıye Shoals Apt. 790, Akgündüzshire, NC 63964"
Suphi,Manço,"MongoDB, ASP.NET, CSS, Flutter, Java, JavaScript",Çamurcuoğlu Bilgin Şti. Üniversitesi - Sarraf (2020-2025),Petrol Ofisi - Berber (2018-2024),duracan85@sezgin.net,+90(856)015-2832x1688,https://linkedin.com/in/suphimanço,https://github.com/suphimanço,1995-01-08,"PSC 8627, Box 3390, APO AA 39540"
Nihan,Durdu,"Java, JavaScript, React, Flutter, Python",Petkim Üniversitesi - Aktar (2020-2024),Sakarya Şti. - Sürveyan (2023-2024),gulozgesama@safak.com,891 3 148,https://linkedin.com/in/nihandurdu,https://github.com/nihandurdu,2002-10-03,"00191 Karadeniz Road, New Abuzarfurt, AZ 43185"
Aktemür,Dumanlı,"C#, Kubernetes, Next.js, Java, Flutter",İnönü Ltd. Üniversitesi - Etolojist (2017-2023),ŞOK Marketler - Devlet memuru (2018-2025),sevenakay@hotmail.com,(179)390 3979,https://linkedin.com/in/aktemürdumanlı,https://github.com/aktemürdumanlı,1993-12-13,"94012 Mansız Fall Suite 476, Port Simber, NE 67979"
Özdil,Akdeniz,"Kubernetes, CSS, Java, CSS, Azure, Linux",Yıldırım A.Ş. Üniversitesi - Müfettiş (2019-2024),"Çorlu Şti. - Ayakçı (otogar, lokanta) (2021-2024)",ryilmaz@akar.net,+90(690)3140666,https://linkedin.com/in/özdilakdeniz,https://github.com/özdilakdeniz,1984-09-02,"USS Duran, FPO AP 55308"
Burcuhan,Şafak,"MongoDB, Azure, Node.js",Yüksel Şensoy Ltd. Üniversitesi - Obuacı (2018-2024),Manço Yılmaz Ltd. - Damıtıcı (2022-2025),sensoykefser@sisecam.org,+90 (679) 6855324,https://linkedin.com/in/burcuhanşafak,https://github.com/burcuhanşafak,1992-01-05,"036 Tevetoğlu Ways, Bariştown, HI 40586"
Jankat,Korutürk,"React, Kubernetes, JavaScript, MongoDB, JavaScript",Akdeniz Yorulmaz A.Ş. Üniversitesi - Yargıç (2018-2023),Akdeniz A.Ş. - Tarım işçisi (2023-2024),temucinkaradeniz@turk.com,192 5 506,https://linkedin.com/in/jankatkorutürk,https://github.com/jankatkorutürk,2003-06-28,"262 İhsanoğlu Inlet, South Yilmazchester, HI 95972"
Sezginbaş,Çetin,"Docker, Flutter, Git",Aksu A.Ş. Üniversitesi - Saksofoncu (2021-2023),Tarhan A.Ş. - Piyanist (2023-2025),seydoocalan@gmail.com,383 5 727,https://linkedin.com/in/sezginbaşçetin,https://github.com/sezginbaşçetin,2003-01-01,"759 Gül Radial, South Oruç, MN 39658"
Yamin,Akdeniz,"Docker, Flask, Azure, Node.js, Django",Türk Hava Yolları Üniversitesi - Göz doktoru (2015-2025),Zorlu Ltd. - Çöpçü (2018-2025),koruturktecimer@hotmail.com,+90 (218) 7203264,https://linkedin.com/in/yaminakdeniz,https://github.com/yaminakdeniz,2003-03-16,"20403 Yüksel Summit Apt. 832, North Şefiye, MO 43514"
Özpınar,Yıldırım,"C#, Git, Flask",Mansız Akçay Ltd. Üniversitesi - Midyeci (2019-2023),Türk Telekom - Fon yöneticisi (2021-2025),raksu@yildirim.com,0249 949 24 97,https://linkedin.com/in/özpınaryıldırım,https://github.com/özpınaryıldırım,1990-03-11,"268 Seha Corner, Şenertown, MS 30016"
Elhan,Durmuş,"React, Python, Azure, Flutter, Docker","Roketsan Üniversitesi - Ayakçı (otogar, lokanta) (2020-2024)",Yorulmaz Şti. - Turizmci (2023-2023),bektasiakgunduz@hotmail.com,0917-911 6905,https://linkedin.com/in/elhandurmuş,https://github.com/elhandurmuş,1996-06-13,"6769 Akça Centers, East Pesentmouth, SD 26174"
Tangül,Fırat,"Node.js, Linux, ASP.NET, Node.js, JavaScript, Django",Petrol Ofisi Üniversitesi - Park bekçisi (2020-2024),Tüpraş - Tuhafiyeci (2020-2023),efil23@eraslan.net,+90 (016) 5035958,https://linkedin.com/in/tangülfırat,https://github.com/tangülfırat,1991-07-24,"06772 Cenan Skyway, Hançerville, AZ 14308"
Aral,Bilge,"SQL, HTML, CSS",Mansız Güçlü Şti. Üniversitesi - Hattat (2018-2023),Durmuş Şti. - Koruma görevlisi (2022-2023),temizkal35@yuksel.com,+90(917)4744203,https://linkedin.com/in/aralbilge,https://github.com/aralbilge,1992-06-30,"99754 Süvari Brooks Suite 462, North Tuyuğville, AK 89394"
Çakırca,Tarhan,"Django, Linux, MongoDB, C#, CSS, Flutter",Şensoy Şti. Üniversitesi - Yardımcı hizmetli (2021-2023),Tüpraş - Hırdavatçı (2023-2023),yalinsensoy@yahoo.com,381 6 273,https://linkedin.com/in/çakırcatarhan,https://github.com/çakırcatarhan,1991-06-06,"8122 Korutürk Springs, West Efserfurt, NJ 55793"
Elifnur,Duran,"JavaScript, ASP.NET, Git, Python",Çetin Güçlü Ltd. Üniversitesi - Demirci (2022-2024),Erdoğan Ltd. - Araba satıcısı (2021-2023),raksu@hotmail.com,0520 472 82 74,https://linkedin.com/in/elifnurduran,https://github.com/elifnurduran,2001-02-02,"1531 Candeniz Junctions, Ertaşland, NY 59042"
Ergener,Akça,"Docker, Azure, React, Java, Node.js, CSS",Manço Şti. Üniversitesi - Teşrifatçı (2021-2024),Korutürk Hançer A.Ş. - Gardiyan (2018-2025),turkcindoruk@ford.net,+90 (366) 0020932,https://linkedin.com/in/ergenerakça,https://github.com/ergenerakça,1984-06-12,"457 Edaviye Lodge Apt. 867, Ertaşberg, IA 92405"
Güldam,Duran,"Node.js, React, Linux, SQL",Dumanlı Çetin Ltd. Üniversitesi - Ayı oynatıcısı (2022-2025),Alemdar Şti. - Kimya mühendisi (2019-2023),egenur91@hotmail.com,0526-556 5089,https://linkedin.com/in/güldamduran,https://github.com/güldamduran,2004-04-26,"4390 Gülağa Key Suite 546, East Çağdanside, GA 65473"
